"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.713991704E1,-1.640588379E-1,9.406439209E-1,8.177943878E0
4.716002704E1,2.028282166E-1,1.098864899E0,7.556136932E0
4.718013804E1,6.551875305E-1,1.235530701E0,7.316634979E0
4.720024904E1,6.653663635E-1,1.240021362E0,7.398664398E0
4.722035904E1,5.948629761E-1,1.582509155E0,7.515271912E0
4.724047004E1,2.363584900E-1,1.884431305E0,7.784561920E0
4.726058104E1,-2.728825378E-1,2.150278473E0,8.280630341E0
4.728069104E1,-8.059240723E-1,2.178419952E0,8.879684601E0
4.730080204E1,-9.358538818E-1,1.994153137E0,9.375154266E0
4.732091304E1,-9.369017029E-1,1.666035461E0,1.014021332E1
4.734102304E1,-6.378236389E-1,1.320404205E0,1.072474777E1
4.736113404E1,1.990859985E-1,1.376836853E0,1.046922913E1
4.738124550E1,4.604425049E-1,1.584155731E0,1.013572266E1
4.740135550E1,3.643423462E-1,1.755998383E0,1.065050217E1
4.742146650E1,5.312452698E-1,2.007176056E0,1.134520752E1
4.744157750E1,5.938151550E-1,2.407593384E0,1.115854568E1
4.746168750E1,2.363584900E-1,2.254761200E0,1.071382050E1
4.748179850E1,1.505868530E-1,2.050735474E0,1.111528564E1
4.750190950E1,-4.819976807E-2,8.601113892E-1,1.228061234E1
4.752201950E1,2.540217590E-1,1.987866211E-1,1.273461823E1
4.754213050E1,4.873864746E-1,5.867797852E-2,1.160940811E1
4.756224150E1,9.116043091E-1,7.436535645E-1,9.968220978E0
4.758235150E1,1.073866882E0,1.327738953E0,9.205257568E0
4.760246250E1,1.298100586E0,1.481768646E0,8.914262695E0
4.762257350E1,1.390009460E0,1.117276611E0,9.039402466E0
4.764268350E1,1.327589264E0,9.286688232E-1,9.071435852E0
4.766279450E1,9.232800293E-1,9.142987061E-1,8.967851257E0
4.768290550E1,3.128494263E-1,9.859996033E-1,8.824599152E0
4.770301550E1,-2.597099304E-1,1.223705292E0,8.833281097E0
4.772312650E1,-3.504212952E-1,1.354233856E0,8.772058411E0
4.774323750E1,-6.810836792E-2,1.350192261E0,8.519084473E0
4.776334850E1,2.522254944E-1,1.292861481E0,8.220605164E0
4.778345850E1,6.259982300E-1,1.255139923E0,7.888894958E0
4.780356950E1,7.485932922E-1,1.380130005E0,7.915988617E0
4.782368050E1,4.061054993E-1,1.498234406E0,8.404722290E0
4.784379050E1,-2.320175171E-2,1.767973480E0,8.839268646E0
4.786390150E1,-1.365161133E-1,1.849254456E0,9.062155151E0
4.788401250E1,3.412902832E-2,1.536105652E0,9.208999786E0
4.790412250E1,7.244934082E-2,1.324296112E0,9.505383453E0
4.792423350E1,-9.729766846E-3,1.481768646E0,1.033181488E1
4.794434450E1,-9.550140381E-2,1.495689697E0,1.072504715E1
4.796445450E1,-1.383123779E-1,1.609602814E0,1.061188248E1
4.798456550E1,1.315763855E-1,1.674118652E0,1.034184402E1
4.800467650E1,8.578660583E-1,2.112257538E0,1.082638641E1
4.802478650E1,6.803352356E-1,1.779349823E0,1.127156067E1
4.804489750E1,4.796026611E-1,1.536105652E0,1.188169189E1
4.806500850E1,-3.661386108E-1,6.777905273E-1,1.244047989E1
4.808511850E1,-1.024469604E0,-2.164498901E-1,1.268447250E1
4.810522950E1,-6.370751953E-1,-6.072871399E-1,1.257130783E1
4.812534050E1,-1.272354126E-2,-4.731660461E-1,1.087443649E1
4.814545150E1,5.010081482E-1,1.115180969E-1,9.615254974E0
4.816556150E1,7.541317749E-1,7.372169495E-1,8.797206116E0
4.818567250E1,2.622546387E-1,8.849597168E-1,8.569529572E0
4.820578350E1,-1.568737793E-1,1.075812836E0,8.937614136E0
4.822589350E1,-3.592529297E-1,1.225501556E0,8.943152618E0
4.824600450E1,-4.728666687E-1,1.143023071E0,8.883875885E0
4.826611550E1,-1.477427673E-1,1.046922913E0,8.416697388E0
4.828622550E1,-1.252894592E-1,7.267387390E-1,7.338489532E0
4.830633650E1,-3.095562744E-1,9.891430664E-1,7.901019745E0
4.832644750E1,-3.257226562E-1,1.125359802E0,8.500223694E0
4.834655750E1,-7.723937988E-2,1.147513733E0,8.152197418E0
4.836666850E1,4.176315308E-2,1.414558411E0,7.723638611E0
4.838677937E1,-1.327738953E-1,1.609602814E0,7.849377136E0
4.840688937E1,-3.981719971E-1,1.872755585E0,8.516240387E0
4.842700037E1,-5.641767883E-1,1.937570801E0,9.261390839E0
4.844711138E1,-5.439688110E-1,1.764380951E0,9.852511597E0
4.846722237E1,-3.468287659E-1,1.563798065E0,1.035351974E1
4.848733238E1,5.433700562E-2,1.576371918E0,1.023092468E1
4.850744337E1,3.585044861E-1,2.011666718E0,9.929451599E0
4.852755438E1,2.957849121E-1,2.293680267E0,1.047611481E1
4.854766438E1,2.140548706E-2,1.985770569E0,1.132305359E1
4.856777538E1,1.618135071E-1,2.101479950E0,1.165880539E1
4.858788637E1,6.825805664E-2,2.215842133E0,1.101903580E1
4.860799637E1,-6.331832886E-2,1.920955353E0,1.046174469E1
4.862810737E1,-1.616638184E-1,1.173559570E0,1.195533875E1
4.864821838E1,2.227368164E-1,4.315525818E-1,1.256981094E1
4.866832838E1,6.077362061E-1,1.721420288E-2,1.179442337E1
4.868843938E1,1.035546570E0,7.566764832E-1,1.019410126E1
4.870855037E1,1.176553345E0,1.381626892E0,8.984466705E0
4.872866037E1,1.299298096E0,1.560804291E0,8.728049927E0
4.874877138E1,1.443747711E0,1.113085327E0,9.283095703E0
4.876888238E1,1.464105377E0,6.240522766E-1,1.005069946E1
4.878899337E1,1.242117004E0,3.820056152E-1,1.015173935E1
4.880910337E1,7.369175720E-1,1.568737793E-1,9.870174866E0
4.882921438E1,3.562591553E-1,1.860630798E-1,9.377848663E0
4.884932538E1,2.486329651E-1,1.799258423E-1,8.818012848E0
4.886943538E1,3.113525391E-1,3.451821899E-1,8.073461151E0
4.888954637E1,3.857478333E-1,7.960446167E-1,7.292834473E0
4.890965737E1,4.790039062E-1,1.136586456E0,6.812333679E0
4.892976737E1,1.842668152E-1,1.432670746E0,7.336244202E0
4.894987838E1,-3.188369751E-2,1.799707489E0,7.824379120E0
4.896998938E1,-1.911524963E-1,1.968706055E0,8.005502472E0
4.899009938E1,-3.441343689E-1,1.917811890E0,8.584348755E0
4.901021037E1,-4.857398987E-1,1.763782196E0,9.261540527E0
4.903032138E1,-5.294490051E-1,1.659000092E0,9.970017242E0
4.905043137E1,-4.206253052E-1,1.684297485E0,1.070678513E1
4.907054238E1,-5.162763977E-1,1.755998383E0,1.105406296E1
4.909065337E1,-7.604187012E-1,1.846560059E0,1.098041611E1
4.911076438E1,-6.340814209E-1,1.668131104E0,1.114477432E1
4.913087437E1,3.760180664E-1,1.410367126E0,1.174787018E1
4.915098538E1,7.273374939E-1,1.228645020E0,1.182286423E1
4.917109637E1,3.484753418E-1,1.278491364E0,1.157333313E1
4.919120638E1,-5.662724304E-1,1.161584473E0,1.186687271E1
4.921131737E1,-1.332229614E0,2.107617188E-1,1.241727814E1
4.923142838E1,-9.431886292E-1,-6.526428223E-1,1.278895523E1
4.925153837E1,-2.386038208E-1,-1.229543152E0,1.225456650E1
4.927164938E1,2.544708252E-1,-8.819659424E-1,1.084539688E1
4.929176037E1,2.685415649E-1,-7.214996338E-2,9.752818909E0
4.931187038E1,-5.284011841E-2,6.201603699E-1,9.159003754E0
4.933198137E1,-4.876858521E-1,1.020727386E0,9.076525269E0
4.935209238E1,-7.484436035E-1,1.156195679E0,9.116342468E0
4.937220275E1,-8.482859802E-1,9.788145447E-1,8.934919739E0
4.939231375E1,-7.331753540E-1,7.786807251E-1,8.896599426E0
4.941242475E1,-3.691323853E-1,6.036946106E-1,8.822054443E0
4.943253575E1,3.607498169E-2,5.126838684E-1,8.219707031E0
4.945264575E1,3.019221497E-1,7.232958984E-1,7.658074951E0
4.947275675E1,3.585044861E-1,9.457333374E-1,7.340435486E0
4.949286775E1,3.038681030E-1,1.272354126E0,7.508386230E0
4.951297775E1,2.321672058E-1,1.559606781E0,7.783214722E0
4.953308875E1,1.492396545E-1,1.657353516E0,7.768096161E0
4.955319975E1,-4.894821167E-2,1.713486786E0,7.919880524E0
4.957330975E1,-2.384541321E-1,1.754950562E0,8.401578827E0
4.959342075E1,-1.534309387E-1,1.741927643E0,9.015601959E0
4.961353175E1,-1.122665405E-2,1.559906158E0,9.337582397E0
4.963364175E1,3.438349915E-1,1.547332306E0,9.491312714E0
4.965375275E1,5.089416504E-1,1.811682587E0,9.602232056E0
4.967386375E1,2.049238586E-1,1.739832001E0,1.029244675E1
4.969397475E1,3.188369751E-2,1.728156281E0,1.150387756E1
4.971408475E1,3.504212952E-1,2.170935516E0,1.199964661E1
4.973419575E1,1.002914429E-2,2.068847809E0,1.147154480E1
4.975430675E1,-2.136058044E-1,1.708097992E0,1.266935394E1
4.977441675E1,1.026864624E-1,8.539741516E-1,1.376851822E1
4.979452775E1,3.174897766E-1,-1.251397705E-1,1.399484756E1
4.981463875E1,6.026467896E-1,-3.857478333E-1,1.263402740E1
4.983474875E1,7.596702576E-1,6.212081909E-1,1.063538361E1
4.985485975E1,7.692503357E-1,1.638792114E0,9.631421356E0
4.987497075E1,7.414082336E-1,1.906435547E0,8.995843048E0
4.989508075E1,8.779243469E-1,1.663490753E0,8.865913239E0
4.991519175E1,1.042132874E0,1.320254517E0,8.847351837E0
4.993530275E1,9.689350891E-1,1.068627777E0,8.857979736E0
4.995541275E1,4.221221924E-1,7.002438354E-1,8.978329468E0
4.997552375E1,-4.445755005E-2,4.722679138E-1,8.889414368E0
4.999563475E1,-1.437011719E-1,2.960842896E-1,8.762628021E0
5.001574575E1,3.875440979E-1,8.562194824E-2,8.377179565E0
5.003585575E1,5.965095520E-1,8.442443848E-2,8.671168213E0
5.005596675E1,4.622387695E-1,6.360273743E-1,8.524622955E0
5.007607775E1,4.475692749E-2,1.419647827E0,7.747439117E0
5.009618775E1,-1.291813660E-1,2.115700378E0,7.343129883E0
5.011629875E1,-3.891906738E-2,2.505340118E0,7.260202332E0
5.013640975E1,-1.453477478E-1,2.191742249E0,7.787406006E0
5.015651975E1,-4.055067444E-1,1.894460449E0,8.684490509E0
5.017663075E1,-4.670288086E-1,1.982926483E0,9.559570770E0
5.019674175E1,-5.102888489E-1,1.987716522E0,9.724527740E0
5.021685275E1,-4.526586914E-1,2.357297974E0,9.564360809E0
5.023696275E1,-5.974076843E-1,2.282154236E0,9.819280701E0
5.025707375E1,-4.032614136E-1,1.641486511E0,1.051278854E1
5.027718475E1,3.002755737E-1,1.476529541E0,1.170266418E1
5.029729475E1,4.484674072E-1,1.042132874E0,1.232327362E1
5.031740575E1,3.704795837E-1,1.071022797E0,1.224962677E1
5.033751675E1,1.049317932E-1,1.143023071E0,1.181073944E1
5.035762675E1,-3.583547974E-1,4.176315308E-1,1.142080032E1
5.037773675E1,-3.174897766E-1,-2.360591125E-1,1.183843185E1
5.039784775E1,-5.463638306E-2,-6.518943787E-1,1.171254364E1
5.041795775E1,1.981878662E-1,-4.366419983E-1,1.066382446E1
5.043806875E1,4.954696655E-2,6.036946106E-1,9.564510498E0
5.045817975E1,-4.224215698E-1,1.387464752E0,8.706045685E0
5.047828975E1,-8.304730225E-1,1.750609589E0,8.574469299E0
5.049840075E1,-8.246351624E-1,1.437610474E0,9.213640137E0
5.051851175E1,-3.659889221E-1,8.397537231E-1,9.437873840E0
5.053862275E1,1.691482544E-2,4.379891968E-1,8.850345612E0
5.055873275E1,6.945556641E-2,5.626799011E-1,8.325986023E0
5.057884375E1,6.541397095E-2,8.717871094E-1,7.833061066E0
5.059895475E1,2.463876343E-1,1.022972717E0,7.450456696E0
5.061906475E1,5.143304443E-1,1.049916687E0,7.325316925E0
5.063917575E1,4.858895874E-1,1.016685791E0,7.244035950E0
5.065928675E1,1.148112488E-1,1.509910126E0,7.480993195E0
5.067939675E1,-3.975732422E-1,1.956132202E0,7.764054565E0
5.069950775E1,-6.459068298E-1,2.043400726E0,8.094118195E0
5.071961875E1,-6.815327454E-1,1.704505463E0,8.811725922E0
5.073972875E1,-7.234455872E-1,1.374441833E0,9.665700073E0
5.075983975E1,-5.795947266E-1,1.065184937E0,9.959838409E0
5.077995075E1,-5.822891235E-2,1.196162567E0,9.575138397E0
5.080006075E1,1.689985657E-1,1.567989349E0,9.779463501E0
5.082017175E1,-3.727249146E-2,1.698368225E0,1.031909134E1
5.084028275E1,-5.198689270E-1,1.513951721E0,1.178229858E1
5.086039275E1,-4.715194702E-1,1.505419464E0,1.278820679E1
5.088050375E1,-5.622308350E-1,1.573078766E0,1.254466324E1
5.090061475E1,-6.755451965E-1,1.671873322E0,1.196162567E1
5.092072575E1,-5.530998230E-1,1.193767548E0,1.267519180E1
5.094083575E1,5.538482666E-3,2.493814087E-1,1.291873535E1
5.096094675E1,5.692662048E-1,-6.840774536E-2,1.182376236E1
5.098105775E1,8.265811157E-1,5.110372925E-1,1.057625656E1
5.100116775E1,6.914122009E-1,1.108594666E0,9.727820892E0
5.102127875E1,7.551795959E-1,1.374142456E0,9.167536011E0
5.104138975E1,9.071136475E-1,1.204096069E0,8.987161102E0
5.106149975E1,8.360115051E-1,6.882687378E-1,9.716743927E0
5.108161075E1,4.737648010E-1,2.125579834E-1,1.025801834E1
5.110172175E1,-6.601272583E-2,3.981719971E-2,1.048105453E1
5.112183175E1,-3.826043701E-1,1.073268127E-1,9.992021484E0
5.114194275E1,-2.752775574E-1,9.400451660E-2,8.855435028E0
5.116205375E1,5.388793945E-2,7.364685059E-2,8.025411072E0
5.118216375E1,2.062710571E-1,2.880010986E-1,7.605833588E0
5.120227475E1,-1.137634277E-2,7.089257812E-1,7.495063934E0
5.122238575E1,-1.561253357E-1,1.267564087E0,7.551795959E0
5.124249575E1,-2.338137817E-1,1.660347290E0,7.493866425E0
5.126260675E1,-3.619473267E-1,1.872306519E0,7.586074677E0
5.128271775E1,-2.763253784E-1,1.936522980E0,8.392148438E0
5.130282775E1,-1.971400452E-1,1.406924286E0,9.507778473E0
5.132293875E1,-1.598675537E-1,1.169967041E0,1.035501663E1
5.134304975E1,-3.239263916E-1,1.290616150E0,1.096350128E1
5.136315975E1,-3.074606323E-1,1.673220520E0,1.105451202E1
5.138327154E1,-3.119512939E-1,1.616488495E0,1.101020416E1
5.140338254E1,2.703378296E-1,1.265917511E0,1.132110764E1
5.142349254E1,1.298100586E0,1.178499298E0,1.159683426E1
5.144360354E1,1.255888367E0,1.008452911E0,1.128877487E1
5.146371454E1,4.288581848E-1,1.357527008E0,1.112965576E1
5.148382554E1,-1.032552795E0,7.134164429E-1,1.172362061E1
5.150393554E1,-1.597028961E0,-1.380130005E-1,1.244631775E1
5.152404654E1,-9.581575012E-1,-1.195863190E0,1.264465530E1
5.154415754E1,-2.827619934E-1,-1.777703247E0,1.157932068E1
5.156426754E1,1.031355286E-1,-1.044378204E0,1.001282822E1
5.158437854E1,7.933502197E-2,-1.130149841E-1,8.713979187E0
5.160448954E1,-1.917512512E-1,7.021897888E-1,8.281528473E0
5.162459954E1,-5.364843750E-1,1.183139648E0,8.431666260E0
5.164471054E1,-7.182064819E-1,1.269809418E0,8.537795563E0
5.166482154E1,-5.294490051E-1,1.189725952E0,8.367000732E0
5.168493154E1,-1.999841309E-1,9.015751648E-1,8.229137421E0
5.170504254E1,1.716929626E-1,5.083428955E-1,8.187074890E0
5.172515354E1,2.900967407E-1,3.634442139E-1,8.329428864E0
5.174526354E1,4.739144897E-1,5.885760498E-1,7.986492004E0
5.176537454E1,6.637197876E-1,1.115929413E0,7.273973694E0
5.178548554E1,6.420149231E-1,1.637444916E0,7.031328278E0
5.180559554E1,2.860551453E-1,1.961820374E0,7.471413116E0
5.182570654E1,-5.179229736E-2,2.049687653E0,8.445437622E0
5.184581754E1,-2.055226135E-1,1.589843903E0,9.474098511E0
5.186592754E1,-2.330653381E-1,9.460327148E-1,1.035381912E1
5.188603854E1,-2.642005920E-1,6.834786987E-1,1.133637589E1
5.190614954E1,-1.663041687E-1,7.412585449E-1,1.098430801E1
5.192625954E1,1.787283325E-1,1.438209229E0,9.727671204E0
5.194637054E1,2.251318359E-1,2.033072205E0,9.638756104E0
5.196648154E1,-1.360670471E-1,2.232756958E0,1.055140823E1
5.198659154E1,-7.858657837E-2,1.822909241E0,1.178768738E1
5.200670254E1,3.824546814E-1,2.039508820E0,1.198632431E1
5.202681354E1,3.103047180E-1,1.874701538E0,1.108489883E1
5.204692354E1,4.504133606E-1,1.303788757E0,1.116453323E1
5.206703454E1,7.075785828E-1,4.055067444E-1,1.235755234E1
5.208714554E1,1.292562103E0,-1.166075134E-1,1.236892868E1
5.210725554E1,1.604962463E0,6.391708374E-2,1.102696930E1
5.212736654E1,1.512754211E0,7.768844604E-1,1.004486160E1
5.214747754E1,1.322200470E0,1.238973541E0,9.779313812E0
5.216758754E1,1.282982025E0,9.581575012E-1,1.004351440E1
5.218769854E1,1.295406189E0,7.274871826E-1,1.015413437E1
5.220780854E1,1.050964508E0,9.093589783E-1,9.544302521E0
5.222791954E1,4.538562012E-1,8.867559814E-1,8.985664215E0
5.224803054E1,3.637435913E-2,6.866221619E-1,8.709787903E0
5.226814054E1,1.136137390E-1,4.959187317E-1,8.502169647E0
5.228825154E1,3.210823059E-1,1.252894592E-1,8.281528473E0
5.230836254E1,4.626878357E-1,1.065783691E-1,7.552095337E0
5.232847254E1,3.255729675E-1,5.888754272E-1,7.107070770E0
5.234858354E1,3.775149536E-1,1.326391754E0,7.052284698E0
5.236869454E1,5.501060486E-1,1.841320953E0,7.096592560E0
5.238880467E1,4.297563171E-1,1.947599945E0,7.504045258E0
5.240891567E1,-1.457968140E-1,1.692530365E0,8.585097198E0
5.242902667E1,-5.525010681E-1,1.418899384E0,9.557624817E0
5.244913667E1,-4.686753845E-1,1.102906494E0,1.046533722E1
5.246924767E1,-2.624043274E-1,6.092330933E-1,1.107382187E1
5.248935867E1,-2.552192688E-1,5.189707947E-1,1.164233963E1
5.250946867E1,-5.090913391E-1,9.051676941E-1,1.206730591E1
5.252957967E1,-4.549040222E-1,9.348060608E-1,1.118563934E1
5.254969067E1,-2.140548706E-2,8.809181213E-1,1.058927948E1
5.256980067E1,3.302133179E-1,1.254241791E0,1.046967819E1
5.258991167E1,1.014889526E-1,1.394350433E0,1.078013260E1
5.261002267E1,-4.725672913E-1,1.185983734E0,1.209559708E1
5.263013267E1,-9.520202637E-1,1.017883301E-2,1.253179001E1
5.265024367E1,-6.406677246E-1,-1.069974976E0,1.273132507E1
5.267035367E1,-1.149609375E-1,-1.738035736E0,1.212688202E1
5.269046467E1,1.007405090E-1,-1.144370270E0,1.066532135E1
5.271057567E1,-1.236428833E-1,-3.472778320E-2,9.605375519E0
5.273068567E1,-4.492158508E-1,8.041278076E-1,9.008267212E0
5.275079667E1,-7.331753540E-1,1.138532410E0,8.708440704E0
5.277090767E1,-8.638536072E-1,1.204395447E0,8.817863159E0
5.279101767E1,-1.068777466E0,1.253343658E0,8.912017365E0
5.281112867E1,-9.111552429E-1,1.154698792E0,8.760682068E0
5.283123967E1,-4.667294312E-1,8.532257080E-1,8.592132568E0
5.285134967E1,9.116043091E-2,5.364843750E-1,8.040379944E0
5.287146067E1,5.890251160E-1,5.875282288E-1,7.328310699E0
5.289157167E1,7.568261719E-1,8.584648132E-1,6.999294891E0
5.291168167E1,7.024891663E-1,1.201401672E0,7.041357422E0
5.293179267E1,3.529660034E-1,1.532962189E0,7.563621368E0
5.295190367E1,-8.681945801E-2,1.816921692E0,7.902516632E0
5.297201367E1,-2.826123047E-1,1.748663635E0,8.456215210E0
5.299212467E1,-4.067042542E-1,1.387913818E0,9.354048157E0
5.301223467E1,-5.547463989E-1,1.038540344E0,1.021176453E1
5.303234567E1,-4.607418823E-1,8.635542297E-1,1.063433578E1
5.305245667E1,1.234931946E-1,9.075627136E-1,1.018227585E1
5.307256667E1,4.799020386E-1,1.339714050E0,9.841135254E0
5.309267767E1,5.592370605E-1,1.675166473E0,1.027223877E1
5.311278867E1,4.336482239E-1,1.882635040E0,1.108205475E1
5.313289867E1,6.689588928E-1,2.058519287E0,1.174667267E1
5.315300967E1,1.481918335E-2,1.751956787E0,1.150238068E1
5.317312067E1,-6.041436768E-1,1.460063782E0,1.190594147E1
5.319323067E1,-3.832031250E-1,5.830375671E-1,1.319446198E1
5.321334167E1,4.243675232E-1,-5.628295898E-1,1.374307114E1
5.323345267E1,1.130748596E0,-1.202299805E0,1.259256363E1
5.325356267E1,1.488953705E0,-3.899391174E-1,1.065828598E1
5.327367367E1,1.262923737E0,5.066963196E-1,9.427545319E0
5.329378367E1,1.297501831E0,9.086105347E-1,8.479716339E0
5.331389467E1,1.606010284E0,8.734336853E-1,8.226443024E0
5.333400567E1,1.742975464E0,6.090834045E-1,8.281678162E0
5.335411567E1,1.514101410E0,3.957769775E-1,8.315807190E0
5.337422675E1,1.044527893E0,1.933978271E-1,8.720715179E0
5.339433775E1,5.179229736E-1,6.631210327E-2,9.498946838E0
5.341444775E1,3.387455750E-1,1.170565796E-1,9.569001160E0
5.343455875E1,4.026626587E-1,2.564167786E-1,8.789122925E0
5.345466975E1,3.370989990E-1,5.204676819E-1,8.017028503E0
5.347477975E1,2.972817993E-1,8.249345398E-1,7.828420715E0
5.349489075E1,2.775228882E-1,1.088536377E0,7.787555695E0
5.351500175E1,1.381626892E-1,1.224304047E0,7.804171143E0
5.353511175E1,3.472778320E-2,1.358724518E0,7.742798767E0
5.355522275E1,3.487747192E-2,1.318458252E0,7.890242157E0
5.357533275E1,-1.646575928E-1,1.260678406E0,8.643625488E0
5.359544375E1,-2.174977112E-1,1.340312805E0,9.338480530E0
5.361555475E1,-3.222798157E-1,1.405726776E0,1.017958145E1
5.363566475E1,-4.529580688E-1,1.454225922E0,1.092278595E1
5.365577575E1,-7.238946533E-1,1.200503540E0,1.136990616E1
5.367588675E1,-5.704637146E-1,8.228388977E-1,1.199829941E1
5.369599675E1,3.779640198E-1,7.908055115E-1,1.250379822E1
5.371610775E1,5.608836365E-1,5.072950745E-1,1.220756424E1
5.373621875E1,9.325607300E-2,7.280859375E-1,1.181088913E1
5.375632875E1,-1.041234741E0,5.577401733E-1,1.220876175E1
5.377643975E1,-1.282682648E0,-4.147874451E-1,1.264091309E1
5.379655075E1,-5.637277222E-1,-1.468596039E0,1.249855911E1
5.381666075E1,-8.382568359E-3,-1.830393677E0,1.190504333E1
5.383677175E1,4.999603271E-2,-1.085692291E0,1.071202423E1
5.385688175E1,-6.152206421E-2,-2.794688416E-1,9.326954498E0
5.387699275E1,-4.695735168E-1,4.980143738E-1,8.668174438E0
5.389710375E1,-5.420228577E-1,1.017434235E0,8.375083923E0
5.391721375E1,-6.334826660E-1,8.442443848E-1,8.429570618E0
5.393732475E1,-6.072871399E-1,3.824546814E-1,9.344917145E0
5.395743575E1,-2.284249878E-1,2.339634705E-1,9.646689606E0
5.397754575E1,-6.316864014E-2,1.519340515E-1,8.956774292E0
5.399765675E1,3.128494263E-2,6.941065979E-1,8.031099243E0
5.401776775E1,-1.933978271E-1,1.078656921E0,7.771239624E0
5.403787775E1,-4.146377563E-2,1.242117004E0,8.121810608E0
5.405798875E1,1.116677856E-1,1.130299530E0,7.903714142E0
5.407809975E1,1.832189941E-1,1.527573395E0,7.344477081E0
5.409820975E1,-1.722917175E-1,1.750010834E0,7.387138367E0
5.411832075E1,-5.300477600E-1,1.824555817E0,8.225993958E0
5.413843075E1,-6.454577637E-1,1.664538574E0,8.888815613E0
5.415854175E1,-4.613406372E-1,1.285526733E0,9.312734070E0
5.417865275E1,-7.903564453E-2,8.123606873E-1,9.478589172E0
5.419876275E1,3.433859253E-1,7.258406067E-1,9.921667786E0
5.421887375E1,5.709127808E-1,1.369202728E0,1.015308655E1
5.423898475E1,2.721340942E-1,1.746268616E0,1.026460464E1
5.425909475E1,-9.984237671E-2,2.128124542E0,1.098400864E1
5.427920575E1,-4.602928162E-1,2.333198090E0,1.182705551E1
5.429931675E1,-7.921527100E-1,2.017055511E0,1.195234497E1
5.431942675E1,-4.459226990E-1,1.631457367E0,1.252430557E1
5.433953775E1,-4.046086121E-1,-1.871109009E-2,1.349922821E1
5.435964875E1,-3.442840576E-2,-1.180295563E0,1.350312012E1
5.437975804E1,4.008663940E-1,-1.220711517E0,1.205847427E1
5.439986904E1,5.987548828E-1,8.846603394E-2,9.739197235E0
5.441998004E1,7.153623962E-1,1.290466461E0,8.606053619E0
5.444009004E1,1.035546570E0,1.702858887E0,8.598868561E0
5.446020104E1,1.138083344E0,1.028211823E0,9.310638428E0
5.448031104E1,1.093775482E0,9.505233765E-1,9.347162476E0
5.450042204E1,4.288581848E-1,1.025966492E0,8.824599152E0
5.452053304E1,-4.787045288E-1,1.015488281E0,8.701704712E0
5.454064304E1,-8.807684326E-1,9.110055542E-1,8.972341919E0
5.456075404E1,-7.792794800E-1,7.403604126E-1,8.829987946E0
5.458086504E1,-3.207829285E-1,6.382727051E-1,7.847131805E0
5.460097504E1,-4.640350342E-3,7.596702576E-1,7.244185638E0
5.462108604E1,-6.825805664E-2,1.190175018E0,7.139852600E0
5.464119704E1,-1.963916016E-1,1.582509155E0,7.166946259E0
5.466130704E1,-1.960922241E-1,1.817221069E0,7.855664063E0
5.468141804E1,-1.913021851E-1,1.418001251E0,9.263636169E0
5.470152904E1,1.152603149E-2,1.297801208E0,9.998907166E0
5.472163904E1,-1.646575928E-3,1.448238373E0,1.013227982E1
5.474175004E1,-6.122268677E-2,1.664239197E0,1.035202286E1
5.476186004E1,-3.405418396E-1,1.717528381E0,1.095556778E1
5.478197104E1,-3.173400879E-1,1.939666443E0,1.098939743E1
5.480208204E1,-3.403921509E-1,1.918410645E0,1.104957230E1
5.482219204E1,2.865042114E-1,1.679208069E0,1.148576523E1
5.484230304E1,1.019230499E0,1.907034302E0,1.165925446E1
5.486241404E1,3.730242920E-1,1.762884064E0,1.094688583E1
5.488252404E1,-2.963836670E-1,2.080972595E0,1.104178848E1
5.490263504E1,-1.391356659E0,9.952803040E-1,1.168110901E1
5.492274604E1,-1.528471527E0,-2.107617188E-1,1.251292923E1
5.494285604E1,-7.325765991E-1,-1.224902802E0,1.274285110E1
5.496296704E1,-6.391708374E-2,-1.510957947E0,1.171299271E1
5.498307804E1,2.195933533E-1,-5.490582275E-1,1.010353958E1
5.500318804E1,-3.727249146E-2,5.644761658E-1,8.947942657E0
5.502329904E1,-1.576222229E-1,1.237925720E0,8.302933960E0
5.504341004E1,-1.992356873E-1,1.277593231E0,7.975714417E0
5.506352004E1,-2.171983337E-1,1.152902527E0,7.778574371E0
5.508363104E1,-2.160008240E-1,1.156195679E0,7.794890442E0
5.510374204E1,-2.020797729E-2,1.123713226E0,7.548802185E0
5.512385204E1,1.719923401E-1,1.157692566E0,7.281458130E0
5.514396304E1,2.481838989E-1,1.425934753E0,7.537425842E0
5.516407304E1,3.082090759E-1,1.687590637E0,7.776927795E0
5.518418404E1,3.219804382E-1,1.849703522E0,7.594906311E0
5.520429504E1,1.269360352E-1,2.082918549E0,7.660619659E0
5.522440504E1,-3.068618774E-2,2.130519562E0,8.117918701E0
5.524451604E1,-5.629792786E-1,1.729802856E0,9.531129913E0
5.526462704E1,-7.625143433E-1,1.451082458E0,1.051338730E1
5.528473704E1,-4.258644104E-1,1.242117004E0,1.043989014E1
5.530484804E1,-2.948867798E-2,1.560504913E0,9.467512207E0
5.532495904E1,1.166075134E-1,2.210453339E0,9.553283844E0
5.534506904E1,8.996292114E-2,2.782114563E0,9.878407745E0
5.536518004E1,-6.038442993E-1,2.602637787E0,1.097203354E1
5.538529062E1,-8.469387817E-1,2.148631897E0,1.220591766E1
5.540540062E1,7.484436035E-4,2.107766876E0,1.231414261E1
