"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.017154300E1,-6.286926270E-3,3.314108276E-1,9.058562622E0
2.019165300E1,-1.838177490E-1,-1.377136230E-2,9.472901001E0
2.021176400E1,-2.622546387E-1,5.313949585E-2,9.663604431E0
2.023187500E1,-3.755690002E-1,3.990701294E-1,9.213041382E0
2.025198500E1,-3.879931641E-1,3.294648743E-1,8.928632812E0
2.027209600E1,-1.440005493E-1,2.439926147E-2,9.516310730E0
2.029220600E1,9.086105347E-2,-3.668870544E-1,9.921967163E0
2.031231700E1,6.960525513E-2,-4.203259277E-1,9.732161865E0
2.033242700E1,-5.224136353E-2,2.421963501E-1,9.051227875E0
2.035253792E1,-2.311193848E-1,6.426136780E-1,8.692424011E0
2.037264892E1,-1.431024170E-1,9.095086670E-1,8.405021667E0
2.039275892E1,-9.669891357E-2,9.906399536E-1,8.408763885E0
2.041286992E1,-1.169068909E-1,8.511300659E-1,8.457861786E0
2.043297992E1,-2.168989563E-1,8.586145020E-1,8.668324127E0
2.045309092E1,-2.272274780E-1,8.975335693E-1,9.123826904E0
2.047320192E1,-1.329235840E-1,8.740324402E-1,9.589059448E0
2.049331192E1,-1.440005493E-1,8.390052795E-1,9.683213654E0
2.051342292E1,3.442840576E-2,7.655081177E-1,9.620643768E0
2.053353292E1,1.889071655E-1,5.935157776E-1,9.436227264E0
2.055364392E1,2.354603577E-1,2.956352234E-1,9.872569885E0
2.057375392E1,5.616320801E-1,5.896238708E-1,1.005548950E1
2.059386492E1,4.547543335E-1,6.357279968E-1,9.811496887E0
2.061397592E1,-2.118095398E-1,4.813989258E-1,9.798473969E0
2.063408592E1,-7.656578064E-1,6.810836792E-2,1.067475174E1
2.065419692E1,-8.439450073E-1,-4.806504822E-1,1.135703293E1
2.067430692E1,-5.388793945E-1,-1.091081085E0,1.093416229E1
2.069441792E1,-5.089416504E-1,-1.229393463E0,1.069151688E1
2.071452892E1,-5.460644531E-1,-1.125210114E0,1.067624863E1
2.073463892E1,-4.239184570E-1,-1.001118164E0,1.055470139E1
2.075474992E1,-4.352947998E-1,-1.059047699E0,1.001073257E1
2.077485992E1,-4.306544495E-1,-9.418414307E-1,9.614207153E0
2.079497092E1,-5.869294739E-1,-7.902067566E-1,9.297166443E0
2.081508192E1,-7.804769897E-1,-6.689588928E-1,9.342073059E0
2.083519192E1,-9.461824036E-1,-7.042854309E-1,9.820777588E0
2.085530292E1,-8.265811157E-1,-1.215173035E0,1.030861313E1
2.087541292E1,-4.781057739E-1,-1.799108734E0,1.054691757E1
2.089552392E1,-1.634600830E-1,-2.047891388E0,1.064556244E1
2.091563392E1,1.481918335E-2,-1.902094574E0,1.040980270E1
2.093574492E1,-1.332229614E-1,-1.275347900E0,9.838889923E0
2.095585592E1,-4.589456177E-1,-5.646258545E-1,9.386231232E0
2.097596592E1,-6.111790466E-1,-1.387614441E-1,9.310339050E0
2.099607692E1,-7.119195557E-1,-3.814068604E-1,9.878557434E0
2.101618692E1,-6.547384644E-1,-5.716612244E-1,1.015847534E1
2.103629792E1,-7.457492065E-1,-3.800596619E-1,9.784403229E0
2.105640892E1,-6.161187744E-1,1.924996948E-1,8.973539429E0
2.107651892E1,-4.290078735E-1,5.959107971E-1,8.819809113E0
2.109662992E1,-5.143304443E-1,7.565267944E-1,9.423354034E0
2.111673992E1,-5.246589661E-1,6.406677246E-1,9.611812134E0
2.113685092E1,-6.372248840E-1,5.562432861E-1,9.425299988E0
2.115696092E1,-8.431965637E-1,6.944059753E-1,9.270970917E0
2.117707192E1,-1.022074585E0,9.973759460E-1,9.130862274E0
2.119718292E1,-1.182241516E0,1.426234131E0,9.229507141E0
2.121729292E1,-1.075962524E0,1.706152039E0,9.521100769E0
2.123740392E1,-5.682183838E-1,1.396146698E0,9.587263184E0
2.125751392E1,-1.130149841E-1,7.794291687E-1,9.902807007E0
2.127762492E1,1.718426514E-1,4.396357727E-1,1.019514908E1
2.129773592E1,-6.915618896E-2,5.275030518E-1,1.057056839E1
2.131784592E1,-1.911524963E-1,1.008752289E0,1.034693344E1
2.133795692E1,-3.363505554E-1,1.434317322E0,1.028376480E1
2.135806717E1,-3.628454590E-1,1.533710632E0,1.015173935E1
2.137817817E1,-6.721023560E-2,1.437760162E0,1.024349854E1
2.139828917E1,4.053570557E-1,1.139879608E0,1.019020935E1
2.141839917E1,7.295828247E-1,9.792636108E-1,9.924362183E0
2.143851017E1,7.282356262E-1,9.135502625E-1,9.833650818E0
2.145862017E1,6.704557800E-1,1.124761047E0,9.801467743E0
2.147873117E1,6.387217712E-1,1.134490814E0,9.432335358E0
2.149884117E1,7.776329041E-1,1.213676147E0,9.231453094E0
2.151895217E1,7.319778442E-1,1.090931396E0,9.216184845E0
2.153906317E1,4.577481079E-1,1.179397430E0,9.219178619E0
2.155917317E1,4.032614136E-1,1.377136230E0,8.879983978E0
2.157928417E1,4.965174866E-1,1.328487396E0,8.680748291E0
2.159939417E1,4.797523499E-1,1.207688599E0,9.104067993E0
2.161950517E1,4.602928162E-1,9.424401855E-1,9.716294861E0
2.163961617E1,6.134243774E-1,6.827302551E-1,1.016296600E1
2.165972617E1,6.063890076E-1,3.359014893E-1,1.031864227E1
2.167983717E1,2.815644836E-1,3.995191956E-1,1.043779449E1
2.169994717E1,-1.302291870E-2,6.747967529E-1,1.033031799E1
2.172005817E1,4.775070190E-2,9.107061768E-1,9.733209686E0
2.174016917E1,9.984237671E-2,9.907896423E-1,9.803264008E0
2.176027917E1,6.047424316E-2,1.036295013E0,1.022598495E1
2.178039017E1,-1.296304321E-1,1.149160309E0,1.012689102E1
2.180050017E1,-2.662962341E-1,1.270408173E0,9.591304779E0
2.182061117E1,2.529739380E-1,1.110540619E0,9.429790649E0
2.184072117E1,5.481600952E-1,4.930746460E-1,1.001851639E1
2.186083217E1,2.811154175E-1,5.471122742E-1,1.053209839E1
2.188094317E1,-5.029541016E-1,9.991722107E-1,1.047401917E1
2.190105317E1,-8.231382751E-1,1.761686554E0,9.764794006E0
2.192116417E1,-9.948312378E-1,2.042502594E0,1.011506561E1
2.194127417E1,-9.545649719E-1,1.679208069E0,1.040576111E1
2.196138517E1,-7.156617737E-1,1.272503815E0,1.044273422E1
2.198149617E1,-4.029620361E-1,1.040486298E0,9.859996033E0
2.200160617E1,1.826202393E-2,1.069226532E0,9.086554413E0
2.202171717E1,1.734892273E-1,1.049766998E0,8.782087555E0
2.204182717E1,3.558100891E-1,9.794132996E-1,8.765771484E0
2.206193817E1,5.140310669E-1,7.065307617E-1,8.848998413E0
2.208204817E1,4.131408691E-1,5.920188904E-1,9.353449402E0
2.210215917E1,3.140469360E-1,7.521858215E-1,9.711205444E0
2.212227017E1,-9.774673462E-2,9.613009644E-1,9.932894440E0
2.214238017E1,-4.207749939E-1,1.210981750E0,9.788594513E0
2.216249117E1,-7.458988953E-1,1.377734985E0,9.702373810E0
2.218260117E1,-8.598120117E-1,1.443747711E0,9.657467194E0
2.220271217E1,-9.189390564E-1,1.446292419E0,9.575437775E0
2.222282317E1,-8.262817383E-1,1.383273468E0,9.799222412E0
2.224293317E1,-6.360273743E-1,1.237177277E0,1.022074585E1
2.226304417E1,-5.258564758E-1,1.252744904E0,1.039198975E1
2.228315417E1,-5.396278381E-1,1.136586456E0,1.012629227E1
2.230326517E1,-5.593867493E-1,1.185983734E0,1.026655060E1
2.232337617E1,-6.548881531E-1,1.356778564E0,1.045096710E1
2.234348617E1,-6.782395935E-1,1.808090057E0,1.051593201E1
2.236359688E1,-6.379733276E-1,2.206262054E0,1.052476364E1
2.238370687E1,-7.277865601E-1,1.993255005E0,1.031714539E1
2.240381788E1,-7.086264038E-1,1.557660828E0,1.024185196E1
2.242392788E1,-6.879693604E-1,1.023721161E0,1.018152740E1
2.244403887E1,-4.141886902E-1,5.948629761E-1,1.031400192E1
2.246414987E1,-1.827699280E-1,2.091151428E-1,1.090676926E1
2.248425987E1,-2.055226135E-1,-1.423539734E-1,1.103071152E1
2.250437088E1,-3.570075989E-1,-2.923420715E-1,1.078746735E1
2.252448087E1,-7.800279236E-1,-1.510359192E-1,1.031400192E1
2.254459188E1,-1.208736420E0,1.487905884E-1,9.755662994E0
2.256470287E1,-1.663490753E0,4.134402466E-1,9.517208862E0
2.258481288E1,-1.674118652E0,6.905140686E-1,9.141789551E0
2.260492387E1,-1.357826385E0,8.403524780E-1,8.887468414E0
2.262503387E1,-1.003962250E0,7.740403748E-1,8.742719421E0
2.264514488E1,-6.001020813E-1,6.526428223E-1,8.502768402E0
2.266525487E1,-4.414320374E-1,7.442523193E-1,8.215665436E0
2.268536588E1,-3.459306335E-1,1.149609375E0,8.218060455E0
2.270547687E1,-3.890409851E-1,1.400936737E0,8.272397461E0
2.272558688E1,-5.207670593E-1,1.598376160E0,8.228089600E0
2.274569787E1,-6.125262451E-1,1.689835968E0,8.103398895E0
2.276580787E1,-7.240443420E-1,1.722318420E0,8.309071198E0
2.278591888E1,-9.488768005E-1,1.780846710E0,8.711733856E0
2.280602988E1,-1.182391205E0,1.956132202E0,9.106163635E0
2.282613988E1,-9.166937256E-1,1.695224762E0,8.815019073E0
2.284625087E1,-6.081852722E-1,1.255588989E0,9.317673798E0
2.286636088E1,-5.574407959E-1,1.085692291E0,9.815089417E0
2.288647187E1,-5.050497437E-1,1.224753113E0,1.010159363E1
2.290658288E1,-3.040177917E-1,1.265169067E0,1.019709503E1
2.292669288E1,-2.543211365E-1,1.427431641E0,1.056667648E1
2.294680388E1,-3.963757324E-1,1.823807373E0,1.102876556E1
2.296691388E1,-4.291575623E-1,2.053429871E0,1.138592285E1
2.298702487E1,-1.574725342E-1,1.968855743E0,1.171598648E1
2.300713587E1,3.115022278E-1,2.137554932E0,1.161569504E1
2.302724587E1,3.884422302E-1,1.831441498E0,1.148890869E1
2.304735688E1,5.813909912E-1,1.574575653E0,1.149594406E1
2.306746687E1,2.945874023E-1,8.361611938E-1,1.199560501E1
2.308757788E1,1.772314453E-1,2.516267395E-1,1.178828613E1
2.310768788E1,5.075944519E-1,1.984872437E-1,1.080034058E1
2.312779887E1,5.427713013E-1,3.769161987E-1,1.000968475E1
2.314790987E1,4.728666687E-1,7.274871826E-1,9.773625641E0
2.316801987E1,3.550616455E-1,6.330335999E-1,9.970166931E0
2.318813088E1,5.348377991E-1,4.273612976E-1,9.774374084E0
2.320824087E1,5.138813782E-1,4.176315308E-1,9.321266327E0
2.322835188E1,1.294807434E-1,4.863386536E-1,9.066047058E0
2.324846287E1,-1.460961914E-1,6.098318481E-1,8.969198456E0
2.326857288E1,-2.868035889E-1,4.607418823E-1,8.964258728E0
2.328868387E1,-9.879455566E-2,2.558180237E-1,8.694220276E0
2.330879387E1,2.365081787E-2,2.821632385E-1,8.474626923E0
2.332890488E1,7.738906860E-2,5.147795105E-1,8.099506989E0
2.334901604E1,-9.026229858E-2,9.903405762E-1,7.761210480E0
2.336912604E1,-2.339634705E-1,1.728455658E0,7.469317474E0
2.338923704E1,-1.811233521E-1,2.093845825E0,7.370373230E0
2.340934704E1,-7.514373779E-2,2.071093140E0,7.590715027E0
2.342945804E1,-1.637594604E-1,1.560055847E0,8.175249481E0
2.344956804E1,-3.614982605E-1,1.426533508E0,8.694369965E0
2.346967904E1,-4.983137512E-1,1.465302887E0,9.078022156E0
2.348979004E1,-3.282673645E-1,1.666035461E0,8.977431335E0
2.350990004E1,-1.221459961E-1,1.849254456E0,8.904682617E0
2.353001104E1,-3.652404785E-2,1.933379517E0,9.215735779E0
2.355012104E1,1.648072815E-1,1.616638184E0,1.008542725E1
2.357023204E1,2.142045593E-1,1.077459412E0,1.113564331E1
2.359034304E1,1.022373962E-1,6.987469482E-1,1.214409622E1
2.361045304E1,5.230123901E-1,1.138532410E0,1.221504868E1
2.363056404E1,1.737886047E-1,1.395697632E0,1.194291458E1
2.365067404E1,-5.780978394E-1,1.553768921E0,1.207673630E1
2.367078504E1,-1.268611908E0,1.050365753E0,1.207793381E1
2.369089604E1,-1.725461884E0,-2.869532776E-1,1.247371078E1
2.371100604E1,-1.299747162E0,-1.104702759E0,1.303639069E1
2.373111704E1,-8.415499878E-1,-1.582509155E0,1.257011032E1
2.375122704E1,-4.802014160E-1,-1.141675873E0,1.132080826E1
2.377133804E1,-4.309538269E-1,-3.607498169E-1,1.029843430E1
2.379144904E1,-3.929328918E-1,2.890489197E-1,9.348210297E0
2.381155904E1,-1.649569702E-1,8.102650452E-1,8.397986298E0
2.383167004E1,-1.460961914E-1,1.253193970E0,7.967331848E0
2.385178004E1,-4.393363953E-1,1.156195679E0,8.254734192E0
2.387189104E1,-6.976991272E-1,1.020727386E0,8.788823547E0
2.389200204E1,-5.043013000E-1,9.493258667E-1,8.820557556E0
2.391211204E1,-1.422042847E-1,8.870553589E-1,8.185128937E0
2.393222304E1,1.559756470E-1,9.545649719E-1,7.836952972E0
2.395233304E1,1.466949463E-1,1.065634003E0,7.779472504E0
2.397244404E1,-5.598358154E-2,1.291663971E0,7.782017212E0
2.399255504E1,-3.068618774E-1,1.632654877E0,7.834857330E0
2.401266504E1,-4.589456177E-1,1.866318970E0,7.893086243E0
2.403277604E1,-5.598358154E-1,1.855242004E0,8.131091309E0
2.405288604E1,-5.505551147E-1,1.685944061E0,8.671317902E0
2.407299704E1,-4.635859680E-1,1.621278534E0,8.948840790E0
2.409310704E1,-2.724334717E-1,1.596579895E0,9.030720520E0
2.411321804E1,-1.017883301E-1,1.956431580E0,9.047485657E0
2.413332904E1,1.161584473E-1,2.291884003E0,9.431137848E0
2.415343904E1,2.342628479E-1,2.299218750E0,1.030591873E1
2.417355004E1,2.489323425E-1,1.952240295E0,1.144924118E1
2.419366004E1,3.796105957E-1,1.786385193E0,1.283880157E1
2.421377104E1,3.939807129E-1,1.966909790E0,1.307680664E1
2.423388204E1,1.700463867E-1,1.932182007E0,1.230830475E1
2.425399204E1,2.984793091E-1,1.763333130E0,1.219618790E1
2.427410304E1,2.118095398E-1,6.655160522E-1,1.276425659E1
2.429421304E1,4.649331665E-1,-4.191284180E-3,1.257280472E1
2.431432404E1,8.018824768E-1,-8.696914673E-2,1.104373444E1
2.433443504E1,1.219514008E0,5.978567505E-1,9.313931580E0
2.435454512E1,1.662742310E0,1.165626068E0,8.483009491E0
2.437465613E1,1.780697021E0,1.182241516E0,8.878187714E0
2.439476612E1,1.662592621E0,9.648934937E-1,9.282347260E0
2.441487713E1,1.450633392E0,1.330283661E0,9.104966125E0
2.443498812E1,8.192463684E-1,1.272204437E0,8.886270905E0
2.445509813E1,2.659968567E-1,9.078620911E-1,8.533155212E0
2.447520912E1,-4.969665527E-2,5.528004456E-1,8.889863434E0
2.449531912E1,-2.471360779E-1,4.110452271E-1,9.533375244E0
2.451543013E1,-2.421963501E-1,5.328918457E-1,9.195078735E0
2.453554113E1,-1.874102783E-1,7.613168335E-1,8.089328156E0
2.455565113E1,1.496887207E-4,1.121617584E0,7.186405792E0
2.457576212E1,3.561094666E-1,1.559606781E0,7.108567657E0
2.459587213E1,4.013154602E-1,1.350192261E0,7.801925812E0
2.461598312E1,3.249742126E-1,1.370549927E0,8.102051697E0
2.463609312E1,3.547622681E-2,1.588796082E0,8.105045471E0
2.465620412E1,-7.619155884E-2,1.554068298E0,8.523425446E0
2.467631513E1,1.416055298E-1,1.273102570E0,9.452693024E0
2.469642513E1,1.410067749E-1,9.671388245E-1,1.023317001E1
2.471653612E1,-6.885681152E-2,1.282832336E0,1.061562469E1
2.473664613E1,-2.487826538E-1,1.638642426E0,1.083327209E1
2.475675712E1,-4.334985352E-1,1.416204987E0,1.128578110E1
2.477686813E1,-2.439926147E-1,1.075962524E0,1.162901733E1
2.479697812E1,5.346881104E-1,9.945318604E-1,1.212837891E1
2.481708913E1,7.252418518E-1,1.309776306E0,1.202748871E1
2.483719913E1,1.062789917E-1,1.429377594E0,1.151480484E1
2.485731013E1,-6.333329773E-1,1.426832886E0,1.174173294E1
2.487742112E1,-1.463806000E0,4.616400146E-1,1.198003738E1
2.489753112E1,-1.328188019E0,-1.435514832E-1,1.222597595E1
2.491764213E1,-9.404942322E-1,-5.020559692E-1,1.169128784E1
2.493775212E1,-7.102729797E-1,9.969268799E-2,1.054392380E1
2.495786313E1,-8.491841125E-1,7.505392456E-1,9.771979065E0
2.497797412E1,-9.379495239E-1,1.163979492E0,9.476643219E0
2.499808413E1,-5.273533630E-1,1.052461395E0,9.012757874E0
2.501819512E1,-3.016227722E-1,8.364605713E-1,8.577313385E0
2.503830512E1,-3.947291565E-1,9.463320923E-1,8.388705597E0
2.505841613E1,-6.935078430E-1,1.234183502E0,8.541837158E0
2.507852612E1,-5.361849976E-1,1.549427948E0,7.958799591E0
2.509863713E1,-7.125183105E-2,1.934876404E0,7.496710510E0
2.511874812E1,2.134561157E-1,1.788480835E0,6.878945160E0
2.513885813E1,2.017803955E-1,2.034419403E0,7.830815735E0
2.515896912E1,2.210902405E-1,2.101479950E0,8.397387543E0
2.517907912E1,1.838177490E-1,2.102228394E0,8.092321930E0
2.519919013E1,-4.939727783E-3,2.315085754E0,8.206534424E0
2.521930113E1,-3.429368591E-1,2.269879761E0,8.627908173E0
2.523941113E1,-4.788542175E-1,2.080523529E0,9.446406097E0
2.525952212E1,-2.613565063E-1,1.762884064E0,9.874515839E0
2.527963213E1,1.110690308E-1,1.533261566E0,9.727222137E0
2.529974312E1,3.125500488E-1,1.738484802E0,9.438023529E0
2.531985413E1,2.239343262E-1,2.293979645E0,9.487720184E0
2.533996412E1,-1.173559570E-1,2.369722137E0,1.001103195E1
2.536007513E1,-3.360511780E-1,2.052980804E0,1.113354767E1
2.538018513E1,1.071771240E-1,2.077380066E0,1.205383392E1
2.540029612E1,1.161584473E-1,2.276466064E0,1.135418884E1
2.542040712E1,-3.402424622E-1,2.359992371E0,1.068822372E1
2.544051712E1,-5.037025452E-1,2.242786102E0,1.096948883E1
2.546062813E1,-2.740800476E-1,7.770341492E-1,1.203212906E1
2.548073812E1,7.235952759E-1,-3.456312561E-1,1.214200058E1
2.550084913E1,1.337917786E0,-5.089416504E-1,1.091425369E1
2.552096012E1,1.467697906E0,3.412902832E-1,9.466913452E0
2.554107013E1,1.454525299E0,1.117575989E0,8.893156586E0
2.556118112E1,1.540147247E0,1.340612183E0,9.308542786E0
2.558129112E1,1.268911285E0,9.638456726E-1,9.805509338E0
2.560140213E1,9.883946228E-1,1.203647003E0,9.596244507E0
2.562151313E1,5.020559692E-1,1.128353577E0,9.350455627E0
2.564162313E1,9.669891357E-2,8.493338013E-1,9.342372437E0
2.566173412E1,8.397537231E-2,6.530918884E-1,9.023236084E0
2.568184413E1,1.442999268E-1,4.932243347E-1,8.231831818E0
2.570195512E1,2.874023438E-2,6.026467896E-1,7.683971100E0
2.572206613E1,-2.124082947E-1,9.942324829E-1,7.612719269E0
2.574217613E1,-2.380050659E-1,1.446591797E0,7.367080078E0
2.576228713E1,-1.631607056E-2,1.632954254E0,7.137008514E0
2.578239713E1,3.637435913E-2,1.670226746E0,7.540269928E0
2.580250812E1,-5.388793945E-2,1.821711731E0,8.190068665E0
2.582261813E1,-2.535726929E-1,1.910477142E0,8.982221375E0
2.584272912E1,-3.474275208E-1,1.883832550E0,9.588011627E0
2.586284013E1,-2.880010986E-1,1.992207184E0,9.953551483E0
2.588295013E1,-2.667453003E-1,2.056273956E0,1.069481003E1
2.590306113E1,-4.225712585E-1,1.985321503E0,1.137095398E1
2.592317113E1,-7.152127075E-1,1.996398468E0,1.179696808E1
2.594328212E1,-4.041595459E-1,1.821412354E0,1.171688461E1
2.596339312E1,4.920268250E-1,1.742376709E0,1.218301529E1
2.598350312E1,6.837780762E-1,1.570833435E0,1.266127075E1
2.600361413E1,5.029541016E-2,1.504371643E0,1.277204041E1
2.602372412E1,-8.020321655E-1,1.379531250E0,1.215681976E1
2.604383513E1,-1.970951385E0,3.643423462E-1,1.193363388E1
2.606394612E1,-1.868713989E0,-2.538720703E-1,1.234767288E1
2.608405612E1,-1.011446686E0,-8.586145020E-1,1.184142563E1
2.610416712E1,-3.755690002E-1,-8.051756287E-1,1.011446686E1
2.612427712E1,-2.160008240E-1,1.974394226E-1,9.026678925E0
2.614438813E1,-4.598437500E-1,1.137783966E0,8.452772369E0
2.616449913E1,-5.387297058E-1,1.550924835E0,8.105344849E0
2.618460913E1,-5.225633240E-1,1.597478027E0,7.998616791E0
2.620472012E1,-5.156776428E-1,1.476379852E0,8.139922943E0
2.622483113E1,-5.066963196E-1,1.257085876E0,8.275241547E0
2.624494112E1,-3.270698547E-1,1.055155792E0,8.399183807E0
2.626505213E1,9.131011963E-2,9.801617432E-1,8.275091858E0
2.628516213E1,4.514611816E-1,1.094523926E0,7.930658112E0
2.630527313E1,5.243595886E-1,1.489552460E0,7.771988068E0
2.632538412E1,6.099815369E-1,1.896556091E0,7.434140625E0
2.634549412E1,5.599855042E-1,2.217039642E0,7.578889618E0
2.636560563E1,5.528004456E-1,2.315834198E0,7.988288269E0
2.638571563E1,4.504133606E-1,2.017953644E0,8.831933899E0
2.640582663E1,3.555107117E-1,1.711840210E0,9.490414581E0
2.642593762E1,4.522096252E-1,1.280437317E0,1.017553986E1
2.644604762E1,5.156776428E-1,1.006207581E0,1.062325882E1
2.646615863E1,7.523355103E-1,1.313668213E0,1.003737717E1
2.648626862E1,9.645941162E-1,1.907333679E0,9.436676331E0
2.650637963E1,1.099763031E0,2.268083496E0,9.456734619E0
2.652649062E1,7.646099854E-1,1.670077057E0,1.039707916E1
2.654660063E1,8.705895996E-1,1.524280243E0,1.168335434E1
2.656671162E1,8.575666809E-1,1.924248505E0,1.157991943E1
2.658682162E1,6.023474121E-1,2.022294617E0,1.108160568E1
2.660693262E1,5.668711853E-1,1.997446289E0,1.146226410E1
2.662704363E1,3.369493103E-1,6.631210327E-1,1.215367630E1
2.664715363E1,5.489085388E-1,-2.050735474E-1,1.291963348E1
2.666726462E1,7.999365234E-1,-7.098239136E-1,1.220846237E1
2.668737463E1,1.217268677E0,9.116043091E-2,1.028017227E1
2.670748562E1,1.082099762E0,1.161285095E0,9.141639862E0
2.672759663E1,1.134191437E0,1.771116943E0,8.627758484E0
2.674770662E1,1.272952881E0,1.794618073E0,8.996142426E0
2.676781763E1,1.179846497E0,1.352587280E0,9.579778748E0
2.678792862E1,6.941065979E-1,1.182840271E0,9.596992950E0
2.680803863E1,-6.885681152E-3,1.131047974E0,9.137747955E0
2.682814962E1,-4.543052673E-1,9.979747009E-1,8.695717163E0
2.684825962E1,-4.436773682E-1,8.277786255E-1,8.282725983E0
2.686837063E1,-1.919009399E-1,6.854246521E-1,8.073461151E0
2.688848163E1,1.851649475E-1,5.689668274E-1,7.880213013E0
2.690859163E1,3.409909058E-1,5.998027039E-1,7.416926422E0
2.692870262E1,8.547225952E-2,1.199006653E0,7.179669800E0
2.694881263E1,-1.234931946E-1,2.041005707E0,7.185357971E0
2.696892362E1,-1.288819885E-1,2.465522919E0,7.391928406E0
2.698903463E1,1.263372803E-1,2.382595367E0,7.771089935E0
2.700914463E1,1.853146362E-1,1.823657684E0,8.797056427E0
2.702925563E1,5.718109131E-2,1.457219696E0,9.964927826E0
2.704936563E1,1.167572021E-2,1.300645294E0,1.103220840E1
2.706947662E1,6.421646118E-2,1.332978058E0,1.197330139E1
2.708958762E1,1.892065430E-1,1.063388672E0,1.264570312E1
2.710969762E1,4.236190796E-1,5.363346863E-1,1.246981888E1
2.712980863E1,8.707392883E-1,6.327342224E-1,1.237192245E1
2.714991963E1,7.126679993E-1,8.759783936E-1,1.221819214E1
2.717002963E1,3.737727356E-1,1.027014313E0,1.191941345E1
2.719014062E1,-2.010319519E-1,1.271156616E0,1.202659058E1
2.721025062E1,-1.309476929E0,5.712121582E-1,1.180190781E1
2.723036162E1,-1.827998657E0,-4.331991577E-1,1.222148529E1
2.725047263E1,-1.237326965E0,-1.196312256E0,1.222777222E1
2.727058263E1,-5.782475281E-1,-1.297950897E0,1.089165070E1
2.729069363E1,-5.583389282E-2,-4.266128540E-1,9.364376678E0
2.731080363E1,1.534309387E-1,8.294252014E-1,7.990683289E0
2.733091462E1,-1.790277100E-1,1.859283600E0,7.455246735E0
2.735102575E1,-3.915856934E-1,2.291884003E0,7.331603851E0
2.737113575E1,-6.234535217E-1,1.811832275E0,7.705376587E0
2.739124675E1,-4.403842163E-1,1.256187744E0,8.002359009E0
2.741135775E1,-1.362167358E-2,7.638615417E-1,8.110733643E0
2.743146775E1,4.616400146E-1,7.200027466E-1,8.255782013E0
2.745157875E1,5.816903687E-1,8.030799866E-1,8.420888672E0
2.747168875E1,1.326242065E-1,1.125808868E0,8.729846191E0
2.749179975E1,-2.918930054E-2,1.671274567E0,8.227790222E0
2.751191075E1,-5.583389282E-2,1.914069672E0,8.166717224E0
2.753202075E1,2.392025757E-1,1.798809357E0,8.076454926E0
2.755213175E1,2.336640930E-1,1.456620941E0,8.572822723E0
2.757224175E1,-5.777984619E-2,1.342857513E0,9.234446869E0
2.759235275E1,-9.071136475E-2,1.544488220E0,9.726922760E0
2.761246375E1,-1.007405090E-1,1.651515656E0,9.683363342E0
2.763257375E1,1.080752563E-1,2.140399017E0,9.681866455E0
2.765268475E1,2.276765442E-1,2.544857941E0,9.383536835E0
2.767279575E1,4.200265503E-1,2.558479614E0,9.358089752E0
2.769290575E1,4.727169800E-1,1.880090332E0,1.077175003E1
2.771301675E1,5.846841431E-1,1.481020203E0,1.224453735E1
2.773312675E1,4.010160828E-1,2.129172363E0,1.224708206E1
2.775323775E1,-6.197113037E-2,2.328557739E0,1.140373581E1
2.777334875E1,-2.257305908E-1,2.009122009E0,1.178005325E1
2.779345875E1,1.796264648E-2,7.704478455E-1,1.257744507E1
2.781356975E1,3.574566650E-1,-1.302291870E-1,1.255409363E1
2.783368075E1,7.815248108E-1,-2.302212524E-1,1.118204681E1
2.785379075E1,1.049766998E0,4.743635559E-1,9.657766571E0
2.787390175E1,9.909393311E-1,1.321601715E0,8.962013397E0
2.789401175E1,8.735833740E-1,1.794468384E0,9.034013672E0
2.791412275E1,8.541238403E-1,1.592538300E0,9.061257019E0
2.793423375E1,7.556286621E-1,1.282083893E0,8.986113281E0
2.795434375E1,4.426295471E-1,9.068142700E-1,9.111702118E0
2.797445475E1,-6.571334839E-2,6.514453125E-1,9.556576996E0
2.799456575E1,-2.920426941E-1,5.819897461E-1,9.481582947E0
2.801467575E1,-7.589218140E-2,6.873706055E-1,8.747359772E0
2.803478675E1,2.564167786E-1,7.683522034E-1,8.354426880E0
2.805489675E1,4.845423889E-1,8.951385498E-1,7.845934296E0
2.807500775E1,3.619473267E-1,1.343306580E0,7.308402100E0
2.809511875E1,1.547781372E-1,2.028880920E0,7.147786102E0
2.811522875E1,1.871109009E-2,2.295626221E0,7.422165527E0
2.813533975E1,2.694396973E-2,2.128423920E0,8.090974731E0
2.815544975E1,-8.352630615E-2,1.844464417E0,8.731792145E0
2.817556075E1,-7.649093628E-2,1.722019043E0,9.235494690E0
2.819567175E1,3.158432007E-2,1.815125427E0,9.452543335E0
2.821578175E1,1.889071655E-1,2.065554657E0,9.520651703E0
2.823589275E1,-1.422042847E-2,2.199226685E0,1.016595978E1
2.825600375E1,-2.139051819E-1,1.774559784E0,1.087862778E1
2.827611375E1,5.504054260E-1,1.327140198E0,1.158216476E1
2.829622475E1,1.353335724E0,1.399290161E0,1.198452805E1
2.831633475E1,1.178349609E0,1.547781372E0,1.185175415E1
2.833644575E1,4.653822327E-1,1.633702698E0,1.195084808E1
2.835655562E1,-5.179229736E-1,1.158740387E0,1.204096069E1
2.837666562E1,-7.933502197E-1,-1.222956848E-1,1.235800140E1
2.839677662E1,-4.311035156E-1,-1.025068359E0,1.281919235E1
